show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,bag_of_content,processed_content,cluster
s565,Movie,April and the Extraordinary World,"Christian Desmares, Franck Ekinci","Angela Galuppo, Paul Giamatti, Susan Sarandon, Tony Hale, J.K. Simmons, Tony Robinow, Mark Camacho, Tod Fennell, Carlos Alazraqui, Kari Wahlgren","France, Canada, Belgium","October 1, 2017",2015,PG,107 min,"Action & Adventure, Comedies, International Movies","After the world's top scientists disappear, orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy.",2017.0,"After the world's top scientists disappear, orphaned April secretly forges ahead with a family experiment and gets tangled up in a vast conspiracy. Action & Adventure, Comedies, International Movies Christian Desmares, Franck Ekinci Angela Galuppo, Paul Giamatti, Susan Sarandon, Tony Hale, J.K. Simmons, Tony Robinow, Mark Camacho, Tod Fennell, Carlos Alazraqui, Kari Wahlgren France, Canada, Belgium PG",world top scientist disappear orphaned april secretly forge ahead family experiment get tangled vast conspiracy action adventure comedy international movie christian desmares franck ekinci angela galuppo paul giamatti susan sarandon tony hale simmons tony robinow mark camacho tod fennell carlos alazraqui kari wahlgren france canada belgium,1
s566,TV Show,Aquarius,,"David Duchovny, Gethin Anthony, Grey Damon, Emma Dumont, Claire Holt, Michaela McManus, Brían F. O'Byrne, David Meunier, Ambyr Childers, Tara Lynne Barr, Whitney Rose Pynn, Jason Ralph",United States,"June 16, 2017",2016,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas","Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson.",2017.0,"Amid the turmoil of 1960s LA, two cops and a prominent political family are drawn into the sex- and drug-fueled web of a young Charles Manson. Crime TV Shows, TV Dramas  David Duchovny, Gethin Anthony, Grey Damon, Emma Dumont, Claire Holt, Michaela McManus, Brían F. O'Byrne, David Meunier, Ambyr Childers, Tara Lynne Barr, Whitney Rose Pynn, Jason Ralph United States TV-MA",amid turmoil two cop prominent political family drawn sex drugfueled web young charles manson crime show drama david duchovny gethin anthony grey damon emma dumont claire holt michaela mcmanus bran obyrne david meunier ambyr childers tara lynne barr whitney rose pynn jason ralph united state tvma,1
s567,Movie,Arès,Jean-Patrick Benes,"Ola Rapace, Micha Lescot, Thierry Hancisse, Hélène Fillières, Ruth Vega Fernandez, Louis-Do de Lencquesaing, Eva Lallier, Emilie Gavois-Kahn",France,"May 23, 2017",2016,TV-MA,80 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",A futuristic France tries to keep its people from despair and rebellion over crippling poverty by engaging them with a violent TV competition show.,2017.0,"A futuristic France tries to keep its people from despair and rebellion over crippling poverty by engaging them with a violent TV competition show. Action & Adventure, International Movies, Sci-Fi & Fantasy Jean-Patrick Benes Ola Rapace, Micha Lescot, Thierry Hancisse, Hélène Fillières, Ruth Vega Fernandez, Louis-Do de Lencquesaing, Eva Lallier, Emilie Gavois-Kahn France TV-MA",futuristic france try keep people despair rebellion crippling poverty engaging violent competition show action adventure international movie scifi fantasy jeanpatrick benes ola rapace micha lescot thierry hancisse hlne fillires ruth vega fernandez louisdo lencquesaing eva lallier emilie gavoiskahn france tvma,1
s568,Movie,"Aram, Aram",Christopher Chambers,"John Roohinian, Levon Sharafyan, Sevak Hakoyan, David Villada, Mike Ghader, Razmik Mansuryan, Lorita Meg, Amy Sanders, Alla Tumanian",United States,"February 15, 2017",2015,TV-14,79 min,"Dramas, Independent Movies","Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang.",2017.0,"Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang. Dramas, Independent Movies Christopher Chambers John Roohinian, Levon Sharafyan, Sevak Hakoyan, David Villada, Mike Ghader, Razmik Mansuryan, Lorita Meg, Amy Sanders, Alla Tumanian United States TV-14",newly orphaned aram leaf beirut live grandfather los angeles overwhelmed culture shock fall prey armenian gang drama independent movie christopher chamber john roohinian levon sharafyan sevak hakoyan david villada mike ghader razmik mansuryan lorita meg amy sander alla tumanian united state,1
s569,Movie,Arango y Sanint: Ríase el show,"Raúl Campos, Jan Suter","Julián Arango, Antonio Sanint",Colombia,"January 17, 2018",2018,TV-MA,62 min,Stand-Up Comedy,"Colombian stand-up comedians Antonio Sanint and Julián Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera.",2018.0,"Colombian stand-up comedians Antonio Sanint and Julián Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera. Stand-Up Comedy Raúl Campos, Jan Suter Julián Arango, Antonio Sanint Colombia TV-MA",colombian standup comedian antonio sanint julin arango impersonate argentine visitor cabbie pair dirty old men opera standup comedy ral campos jan suter julin arango antonio sanint colombia tvma,1
s570,TV Show,ARASHI's Diary -Voyage-,,Arashi,Japan,"December 31, 2019",2019,TV-PG,1 Season,"Docuseries, International TV Shows","Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.",2019.0,"Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world. Docuseries, International TV Shows  Arashi Japan TV-PG",twenty year debut join beloved member arashi new journey showcase life talent gift world docuseries international show arashi japan tvpg,0
s571,TV Show,Archibald's Next Big Thing,,"Tony Hale, Rosamund Pike, Jordan Fisher, Chelsea Kane, Adam Pally, Kari Wahlgren",,"March 20, 2020",2020,TV-Y7,2 Seasons,"Kids' TV, TV Comedies","Happy-go-lucky chicken Archibald may not remember to do his chores, but he never forgets to have fun. After all, life's an adventure!",2020.0,"Happy-go-lucky chicken Archibald may not remember to do his chores, but he never forgets to have fun. After all, life's an adventure! Kids' TV, TV Comedies  Tony Hale, Rosamund Pike, Jordan Fisher, Chelsea Kane, Adam Pally, Kari Wahlgren  TV-Y7",happygolucky chicken archibald may remember chore never forgets fun life adventure kid comedy tony hale rosamund pike jordan fisher chelsea kane adam pally kari wahlgren tvy,1
s572,Movie,Arctic Dogs,Aaron Woodley,"Jeremy Renner, Heidi Klum, James Franco, John Cleese, Omar Sy, Michael Madsen, Laurie Holden, Anjelica Huston, Alec Baldwin, Donny Falsetti","India, United Kingdom, China, Canada, Japan, South Korea, United States","May 4, 2020",2019,PG,93 min,"Children & Family Movies, Comedies","When he stumbles upon evil Otto Von Walrus's scheme to melt the Arctic, ambitious delivery fox Swifty assembles a ragtag crew to protect the planet.",2020.0,"When he stumbles upon evil Otto Von Walrus's scheme to melt the Arctic, ambitious delivery fox Swifty assembles a ragtag crew to protect the planet. Children & Family Movies, Comedies Aaron Woodley Jeremy Renner, Heidi Klum, James Franco, John Cleese, Omar Sy, Michael Madsen, Laurie Holden, Anjelica Huston, Alec Baldwin, Donny Falsetti India, United Kingdom, China, Canada, Japan, South Korea, United States PG",stumble upon evil otto von walrus scheme melt arctic ambitious delivery fox swifty assembles ragtag crew protect planet child family movie comedy aaron woodley jeremy renner heidi klum james franco john cleese omar michael madsen laurie holden anjelica huston alec baldwin donny falsetti india united kingdom china canada japan south korea united state,1
s573,Movie,Arctic Heart,Marie Madinier,"Charlotte Le Bon, Guillaume Canet, Anne Le Ny, Patrick d'Assumçao, Damien Chapelle, Xavier Beauvois, Vincent Launay-Franceschini","France, Belgium","April 14, 2017",2016,TV-14,81 min,"Dramas, International Movies, Romantic Movies","Madly in love with a brilliant scientist studying an immunizing protein produced by penguins, a timid med student offers her body to his research.",2017.0,"Madly in love with a brilliant scientist studying an immunizing protein produced by penguins, a timid med student offers her body to his research. Dramas, International Movies, Romantic Movies Marie Madinier Charlotte Le Bon, Guillaume Canet, Anne Le Ny, Patrick d'Assumçao, Damien Chapelle, Xavier Beauvois, Vincent Launay-Franceschini France, Belgium TV-14",madly love brilliant scientist studying immunizing protein produced penguin timid med student offer body research drama international movie romantic movie marie madinier charlotte bon guillaume canet anne patrick dassumao damien chapelle xavier beauvois vincent launayfranceschini france belgium,1
s574,Movie,Are We Done Yet?,Khaled El Halafawy,"Ahmed Eid, Ayten Amer, Ahmed Fouad Selim, Mohsen Mansour",Egypt,"August 1, 2019",2018,TV-14,87 min,"Comedies, Dramas, International Movies","When authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek.",2019.0,"When authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek. Comedies, Dramas, International Movies Khaled El Halafawy Ahmed Eid, Ayten Amer, Ahmed Fouad Selim, Mohsen Mansour Egypt TV-14",authority arrest young son taxi driver must convince court rabid medium he criminal seek comedy drama international movie khaled halafawy ahmed eid ayten amer ahmed fouad selim mohsen mansour egypt,1
s575,TV Show,Are You The One,,Ryan Devlin,United States,"December 1, 2020",2014,TV-14,2 Seasons,Reality TV,"Determined by a dating algorithm, a group of single contestants must identify their perfect matches for a shot at love and a cash prize.",2020.0,"Determined by a dating algorithm, a group of single contestants must identify their perfect matches for a shot at love and a cash prize. Reality TV  Ryan Devlin United States TV-14",determined dating algorithm group single contestant must identify perfect match shot love cash prize reality ryan devlin united state,1
s576,TV Show,Ares,,"Jade Olieberg, Tobias Kersloot, Lisa Smit, Frieda Barnhard, Hans Kesting, Rifka Lodeizen, Robin Boissevain, Jennifer Welts, Steef de Bot, Jip van den Dool, Janni Goslinga, Dennis Rudge, Ian Bok, Roos Dickmann, Minne Koole, Alexander Brouwer",Netherlands,"January 17, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret.",2020.0,"Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret. International TV Shows, TV Dramas, TV Horror  Jade Olieberg, Tobias Kersloot, Lisa Smit, Frieda Barnhard, Hans Kesting, Rifka Lodeizen, Robin Boissevain, Jennifer Welts, Steef de Bot, Jip van den Dool, Janni Goslinga, Dennis Rudge, Ian Bok, Roos Dickmann, Minne Koole, Alexander Brouwer Netherlands TV-MA",aiming become part amsterdam elite ambitious college student join exclusive society unaware hiding horrifying secret international show drama horror jade olieberg tobias kersloot lisa smit frieda barnhard han kesting rifka lodeizen robin boissevain jennifer welt steef bot jip van den dool janni goslinga dennis rudge ian bok roos dickmann minne koole alexander brouwer netherlands tvma,0
s577,TV Show,Argon,,"Woo-hee Chun, Joo-hyuk Kim, Won-sang Park",South Korea,"November 22, 2017",2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",2017.0,"In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light. International TV Shows, Korean TV Shows, TV Dramas  Woo-hee Chun, Joo-hyuk Kim, Won-sang Park South Korea TV-MA",world filled provocative often misleading news passionate team investigative reporter strives bring truth light international show korean show drama woohee chun joohyuk kim wonsang park south korea tvma,0
s578,Movie,Ari Eldjárn: Pardon My Icelandic,August Jakobsson,Ari Eldjárn,Iceland,"December 2, 2020",2020,TV-MA,54 min,Stand-Up Comedy,"In this English-language special, Icelandic comedian Ari Eldjárn pokes fun at Nordic rivalries, Hollywood's take on Thor, the whims of toddlers and more.",2020.0,"In this English-language special, Icelandic comedian Ari Eldjárn pokes fun at Nordic rivalries, Hollywood's take on Thor, the whims of toddlers and more. Stand-Up Comedy August Jakobsson Ari Eldjárn Iceland TV-MA",englishlanguage special icelandic comedian ari eldjrn poke fun nordic rivalry hollywood take thor whim toddler standup comedy august jakobsson ari eldjrn iceland tvma,1
s579,TV Show,Ari Shaffir: Double Negative,Eric Abrams,Ari Shaffir,United States,"July 18, 2017",2017,TV-MA,1 Season,Stand-Up Comedy & Talk Shows,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood.",2017.0,"Wry yet thoughtful, comedian Ari Shaffir brings his edgy humor to two fast-paced stand-up specials about children and adulthood. Stand-Up Comedy & Talk Shows Eric Abrams Ari Shaffir United States TV-MA",wry yet thoughtful comedian ari shaffir brings edgy humor two fastpaced standup special child adulthood standup comedy talk show eric abrams ari shaffir united state tvma,1
s580,Movie,"Ariana grande: excuse me, i love you",Paul Dugdale,Ariana Grande,United States,"December 21, 2020",2020,TV-MA,98 min,"Documentaries, Music & Musicals",Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.,2020.0,"Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road. Documentaries, Music & Musicals Paul Dugdale Ariana Grande United States TV-MA",ariana grande take stage london sweetener world tour share behindthescenes look life rehearsal road documentary music musical paul dugdale ariana grande united state tvma,1
s581,Movie,Arisan 2,Nia Dinata,"Surya Saputra, Cut Mini Theo, Tora Sudiro",Indonesia,"September 15, 2018",2011,TV-14,113 min,"Comedies, Dramas, International Movies","A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths.",2018.0,"A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths. Comedies, Dramas, International Movies Nia Dinata Surya Saputra, Cut Mini Theo, Tora Sudiro Indonesia TV-14",group friend reunites vacation amid nature laugh shared history bond difficult truth comedy drama international movie nia dinata surya saputra cut mini theo tora sudiro indonesia,1
s582,Movie,Arjun: The Warrior Prince,Arnab Chaudhuri,"Yudhveer Bakoliya, Ashok Banthia, Ravi Khanwilkar, Vijay Kashyap, Ila Arun, Sachin Khedekar, Rajeshwari Sachdev, Hemanth Mahaur",India,"November 1, 2018",2011,TV-14,91 min,"Action & Adventure, Dramas, International Movies",This animated retelling of the classic Indian tale of Prince Arjun – part of the Sanskrit epic Mahabharata – begins during the prince's youth.,2018.0,"This animated retelling of the classic Indian tale of Prince Arjun – part of the Sanskrit epic Mahabharata – begins during the prince's youth. Action & Adventure, Dramas, International Movies Arnab Chaudhuri Yudhveer Bakoliya, Ashok Banthia, Ravi Khanwilkar, Vijay Kashyap, Ila Arun, Sachin Khedekar, Rajeshwari Sachdev, Hemanth Mahaur India TV-14",animated retelling classic indian tale prince arjun part sanskrit epic mahabharata begin prince youth action adventure drama international movie arnab chaudhuri yudhveer bakoliya ashok banthia ravi khanwilkar vijay kashyap ila arun sachin khedekar rajeshwari sachdev hemanth mahaur india,1
s583,Movie,ARQ,Tony Elliott,"Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell, Jacob Neayem, Adam Butcher, Tantoo Cardinal","Canada, United States","September 16, 2016",2016,TV-MA,89 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.",2016.0,"Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity. International Movies, Sci-Fi & Fantasy, Thrillers Tony Elliott Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell, Jacob Neayem, Adam Butcher, Tantoo Cardinal Canada, United States TV-MA",trapped lab stuck time loop disoriented couple fends masked raider harboring new energy source could save humanity international movie scifi fantasy thriller tony elliott robbie amell rachael taylor shaun benson gray powell jacob neayem adam butcher tantoo cardinal canada united state tvma,1
s584,TV Show,Arrested Development,,"Jason Bateman, Portia de Rossi, Will Arnett, Michael Cera, Alia Shawkat, Tony Hale, David Cross, Jeffrey Tambor, Jessica Walter, Ron Howard",United States,"May 29, 2018",2019,TV-MA,5 Seasons,TV Comedies,"It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",2018.0,"It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together. TV Comedies  Jason Bateman, Portia de Rossi, Will Arnett, Michael Cera, Alia Shawkat, Tony Hale, David Cross, Jeffrey Tambor, Jessica Walter, Ron Howard United States TV-MA",emmywinning story wealthy family lost everything one son choice keep together comedy jason bateman portia rossi arnett michael cera alia shawkat tony hale david cross jeffrey tambor jessica walter ron howard united state tvma,1
s585,TV Show,Arrow,James Bamford,"Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland, Paul Blackthorne, Emily Bett Rickards, John Barrowman, Colton Haynes, Susanna Thompson, Anna Hopkins, Juliana Harkavy, Adrian Holmes, Kathleen Gati, Echo Kellum, Rick Gonzalez, Dominic Bogart, Manu Bennett",United States,"February 5, 2020",2019,TV-14,8 Seasons,"Crime TV Shows, TV Action & Adventure","Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows.",2020.0,"Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows. Crime TV Shows, TV Action & Adventure James Bamford Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland, Paul Blackthorne, Emily Bett Rickards, John Barrowman, Colton Haynes, Susanna Thompson, Anna Hopkins, Juliana Harkavy, Adrian Holmes, Kathleen Gati, Echo Kellum, Rick Gonzalez, Dominic Bogart, Manu Bennett United States TV-14",based comic green arrow affluent playboy becomes vengeful superhero saving city villain armed bow arrow crime show action adventure james bamford stephen amell katie cassidy david ramsey willa holland paul blackthorne emily bett rickards john barrowman colton haynes susanna thompson anna hopkins juliana harkavy adrian holmes kathleen gati echo kellum rick gonzalez dominic bogart manu bennett united state,1
s586,Movie,Arsenio Hall: Smart & Classy,Brian Volk-Weiss,Arsenio Hall,United States,"October 29, 2019",2019,TV-MA,63 min,Stand-Up Comedy,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",2019.0,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes. Stand-Up Comedy Brian Volk-Weiss Arsenio Hall United States TV-MA",first standup special arsenio hall discusses getting older changing time culture social issue even bothersome baby toe standup comedy brian volkweiss arsenio hall united state tvma,1
s587,TV Show,Arthdal Chronicles,,"Song Joong-ki, Jang Dong-gun, Kim Ji-won, Kim Ok-vin, Kim Eui-sung, Cho Seong-ha, Lee Do-gyeong, Park Hae-joon, Park Byung-eun",South Korea,"June 2, 2019",2019,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure","In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.",2019.0,"In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society. International TV Shows, Korean TV Shows, TV Action & Adventure  Song Joong-ki, Jang Dong-gun, Kim Ji-won, Kim Ok-vin, Kim Eui-sung, Cho Seong-ha, Lee Do-gyeong, Park Hae-joon, Park Byung-eun South Korea TV-MA",mythical land called arth inhabitant ancient city arthdal surrounding region vie power build new society international show korean show action adventure song joongki jang donggun kim jiwon kim okvin kim euisung cho seongha lee dogyeong park haejoon park byungeun south korea tvma,0
s588,Movie,Arthur,Jason Winer,"Russell Brand, Helen Mirren, Greta Gerwig, Jennifer Garner, Geraldine James, Luis Guzmán, Nick Nolte, Christina Jacquelyn Calph, Murphy Guyer, José Ramón Rosario",United States,"April 1, 2019",2011,PG-13,110 min,"Comedies, Romantic Movies",Russell Brand stars in this remake as a philanderer who must decide whether to give up an inheritance of millions for the sake of romance.,2019.0,"Russell Brand stars in this remake as a philanderer who must decide whether to give up an inheritance of millions for the sake of romance. Comedies, Romantic Movies Jason Winer Russell Brand, Helen Mirren, Greta Gerwig, Jennifer Garner, Geraldine James, Luis Guzmán, Nick Nolte, Christina Jacquelyn Calph, Murphy Guyer, José Ramón Rosario United States PG-13",russell brand star remake philanderer must decide whether give inheritance million sake romance comedy romantic movie jason winer russell brand helen mirren greta gerwig jennifer garner geraldine james luis guzmn nick nolte christina jacquelyn calph murphy guyer jos ramn rosario united state,1
s589,Movie,Arthur Christmas,Sarah Smith,"James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent, Imelda Staunton, Ashley Jensen, Ramona Marquez, Marc Wootton, Laura Linney, Eva Longoria, Michael Palin, Joan Cusack, Deborah Findlay, Rich Fulcher, Sarah Smith, Clint Dyer, Kerry Shale, Stewart Lee, Bronagh Gallagher, Kevin Cecil, Alistair McGowan, David Menkin, Kris Pearn, Ian Ashpitel, Rich Hall, Seeta Indrani, Jane Horrocks, Peter Baynham, Emma Kennedy, Dominic West, Jerry Lambert, Julia Davis, Robbie Coltrane, Iain McKee, Sanjeev Bhaskar, Andy Serkis, Tamsin Greig, Rhys Darby, Seamus Malone, Cody Cameron, David Schneider, Kevin Eldon, Danny John-Jules, Brian Cummings","United Kingdom, United States","January 1, 2020",2011,PG,98 min,"Children & Family Movies, Comedies","At Santa Claus's super-secret toy-making facility, Mr. Claus entrusts his son, Arthur, to carry out an ultra-important Christmas mission.",2020.0,"At Santa Claus's super-secret toy-making facility, Mr. Claus entrusts his son, Arthur, to carry out an ultra-important Christmas mission. Children & Family Movies, Comedies Sarah Smith James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent, Imelda Staunton, Ashley Jensen, Ramona Marquez, Marc Wootton, Laura Linney, Eva Longoria, Michael Palin, Joan Cusack, Deborah Findlay, Rich Fulcher, Sarah Smith, Clint Dyer, Kerry Shale, Stewart Lee, Bronagh Gallagher, Kevin Cecil, Alistair McGowan, David Menkin, Kris Pearn, Ian Ashpitel, Rich Hall, Seeta Indrani, Jane Horrocks, Peter Baynham, Emma Kennedy, Dominic West, Jerry Lambert, Julia Davis, Robbie Coltrane, Iain McKee, Sanjeev Bhaskar, Andy Serkis, Tamsin Greig, Rhys Darby, Seamus Malone, Cody Cameron, David Schneider, Kevin Eldon, Danny John-Jules, Brian Cummings United Kingdom, United States PG",santa clauss supersecret toymaking facility claus entrusts son arthur carry ultraimportant christmas mission child family movie comedy sarah smith james mcavoy hugh laurie bill nighy jim broadbent imelda staunton ashley jensen ramona marquez marc wootton laura linney eva longoria michael palin joan cusack deborah findlay rich fulcher sarah smith clint dyer kerry shale stewart lee bronagh gallagher kevin cecil alistair mcgowan david menkin kris pearn ian ashpitel rich hall seeta indrani jane horrocks peter baynham emma kennedy dominic west jerry lambert julia davis robbie coltrane iain mckee sanjeev bhaskar andy serkis tamsin greig rhys darby seamus malone cody cameron david schneider kevin eldon danny johnjules brian cummings united kingdom united state,1
s590,Movie,Article 15,Anubhav Sinha,"Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra, Isha Talwar, Sayani Gupta, Mohammed Zeeshan Ayyub, Subhrajyoti Barat, Sushil Pandey, Aakash Dabhade",India,"September 6, 2019",2019,TV-MA,125 min,"Dramas, International Movies, Thrillers",The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder.,2019.0,"The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder. Dramas, International Movies, Thrillers Anubhav Sinha Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra, Isha Talwar, Sayani Gupta, Mohammed Zeeshan Ayyub, Subhrajyoti Barat, Sushil Pandey, Aakash Dabhade India TV-MA",grim reality caste discrimination come light entitled upright city cop venture india heartland investigate murder drama international movie thriller anubhav sinha ayushmann khurrana nassar manoj pahwa kumud mishra isha talwar sayani gupta mohammed zeeshan ayyub subhrajyoti barat sushil pandey aakash dabhade india tvma,1
s591,Movie,Aruna & Her Palate,Edwin,"Dian Sastrowardoyo, Oka Antara, Hannah Al Rashid, Nicholas Saputra, Deddy Mahendra Desta, Ayu Azhari","Indonesia, South Korea, Singapore","January 1, 2020",2018,TV-14,106 min,"Dramas, International Movies","An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride.",2020.0,"An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride. Dramas, International Movies Edwin Dian Sastrowardoyo, Oka Antara, Hannah Al Rashid, Nicholas Saputra, Deddy Mahendra Desta, Ayu Azhari Indonesia, South Korea, Singapore TV-14",epidemiologist turn nationwide bird flu investigation chance sample local delicacy route three friend along ride drama international movie edwin dian sastrowardoyo oka antara hannah rashid nicholas saputra deddy mahendra desta ayu azhari indonesia south korea singapore,1
s592,Movie,"As Above, So Below",John Erick Dowdle,"Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert, Ali Marhyar, Cosme Castro, Hamid Djavadan, Théo Cholbi, Emy Lévy",United States,"September 16, 2018",2014,R,93 min,"Horror Movies, Thrillers",A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.,2018.0,"A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld. Horror Movies, Thrillers John Erick Dowdle Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert, Ali Marhyar, Cosme Castro, Hamid Djavadan, Théo Cholbi, Emy Lévy United States R",beautiful tomb raider crew hunt treasure catacomb paris find hellish underworld horror movie thriller john erick dowdle perdita week ben feldman edwin hodge franois civil marion lambert ali marhyar cosme castro hamid djavadan tho cholbi emy lvy united state,1
s593,Movie,As Good as It Gets,James L. Brooks,"Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros",United States,"January 1, 2020",1997,PG-13,139 min,"Comedies, Romantic Movies","The structured world of a sour, obsessive-compulsive author crumbles when he's drawn into the lives of a stressed-out single mom and his gay neighbor.",2020.0,"The structured world of a sour, obsessive-compulsive author crumbles when he's drawn into the lives of a stressed-out single mom and his gay neighbor. Comedies, Romantic Movies James L. Brooks Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros United States PG-13",structured world sour obsessivecompulsive author crumbles he drawn life stressedout single mom gay neighbor comedy romantic movie james brook jack nicholson helen hunt greg kinnear cuba gooding skeet ulrich shirley knight yeardley smith lupe ontiveros united state,1
s594,Movie,Ascharyachakit!,Samit Kakkad,"Priyanka Bose, Vaibhav Raj Gupta, Santosh Juvekar, Anangsha Biswas, Ankit Raaj, Kashmira Irani, Kailash Waghmare, Vipin Sharma",India,"December 19, 2018",2018,TV-MA,90 min,"Dramas, Independent Movies, International Movies","Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer.",2018.0,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer. Dramas, Independent Movies, International Movies Samit Kakkad Priyanka Bose, Vaibhav Raj Gupta, Santosh Juvekar, Anangsha Biswas, Ankit Raaj, Kashmira Irani, Kailash Waghmare, Vipin Sharma India TV-MA",entangling life movie star chauffeur prostitute pimp bold drama reveals ugly truth beneath mumbai glitzy veneer drama independent movie international movie samit kakkad priyanka bose vaibhav raj gupta santosh juvekar anangsha biswas ankit raaj kashmira irani kailash waghmare vipin sharma india tvma,1
s595,Movie,Asees,Rana Ranbir,"Rana Ranbir, Neha Pawar, Kuljinder Sidhu, Rupinder Roopi, Sardar Sohi, Pardeep Sran, Seema Kaushal, Rajvir Boparai",India,"November 1, 2018",2018,TV-14,123 min,"Dramas, International Movies, Music & Musicals","When a dispute breaks out between five siblings over their mother’s property, one devoted son will go to any lengths to protect her land.",2018.0,"When a dispute breaks out between five siblings over their mother’s property, one devoted son will go to any lengths to protect her land. Dramas, International Movies, Music & Musicals Rana Ranbir Rana Ranbir, Neha Pawar, Kuljinder Sidhu, Rupinder Roopi, Sardar Sohi, Pardeep Sran, Seema Kaushal, Rajvir Boparai India TV-14",dispute break five sibling mother property one devoted son length protect land drama international movie music musical rana ranbir rana ranbir neha pawar kuljinder sidhu rupinder roopi sardar sohi pardeep sran seema kaushal rajvir boparai india,1
